USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
suryava+    5058  0.0  0.0 50354764 4244 ?       Sl   09:56   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/suryavamsivaggu/.config/google-chrome/Crash Reports --metrics-dir=/home/suryavamsivaggu/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.0.7680.164 --initial-client-fd=5 --shared-client-connection
suryava+    5060  0.0  0.0 50345528 3684 ?       Sl   09:56   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/suryavamsivaggu/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.0.7680.164 --initial-client-fd=4 --shared-client-connection
suryava+    5066  0.0  0.4 51232744 68896 ?      S    09:56   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable
suryava+    5067  0.0  0.4 51232736 69196 ?      S    09:56   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable
suryava+    5071  0.0  0.1 51232760 19324 ?      S    09:56   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable
suryava+    5176  7.2  1.5 51813012 242816 ?     Sl   09:56   3:43 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,5238521755237340827,8572506310291678394,262144 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190708988185955192
suryava+    5177  0.9  0.9 51018976 156760 ?     Sl   09:56   0:28 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16270569253549134050,10458253272671454786,524288 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190708989122997041
suryava+    5179  0.0  0.4 342880 68684 ?        Sl   09:56   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.3ZA6M3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
suryava+    5190  0.0  0.3 51301360 63840 ?      Sl   09:56   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9617831773844003967,1360471188430519057,524288 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190708990060038890
suryava+    5219  0.0  0.0 475944 13440 ?        Ssl  09:56   0:00 /usr/libexec/gsd-xsettings
suryava+    5236  0.0  0.5 1060244 81744 ?       Sl   09:56   0:00 /usr/libexec/mutter-x11-frames
suryava+    5254  0.0  0.7 1462234356 118580 ?   Sl   09:56   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=72335708 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15311909055995321403,14295483277618997500,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190708992871164437
suryava+    5264  0.0  0.3 467164 50524 ?        Sl   09:56   0:00 /usr/libexec/ibus-x11
suryava+    5353  0.0  0.9 1462237500 148212 ?   Sl   09:56   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=73265252 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1771925260926453705,5400255108723159346,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190708998493415531
root        5827  0.0  0.0      0     0 ?        I    09:56   0:00 [kworker/u32:16-kcryptd-252:0-1]
root        5830  0.0  0.0      0     0 ?        I    09:56   0:00 [kworker/u32:19-btrfs-endio-meta]
suryava+    6027  0.0  0.6 618252 106232 ?       Sl   09:56   0:00 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
suryava+    6535 32.5  2.7 1460322416 441804 ?   Sl   09:57  16:07 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=162226040 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1251499931515245239,1260186608636974671,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709015360168813
suryava+    6548  0.0  0.9 1460251132 146876 ?   Sl   09:57   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=164288604 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11828809486788814524,14448761781487576592,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709016297210662
suryava+    6585  0.3  0.5 51043484 93040 ?      Sl   09:57   0:11 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6293221344470979358,12869237490129096449,524288 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709018171294360
suryava+    6777  1.3  2.5 1466223176 418340 ?   Sl   09:58   0:39 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=205014552 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16290762034262564028,2442477627117640758,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709025667629152
root        6819  0.0  0.0      0     0 ?        I    10:00   0:00 [kworker/u32:21-btrfs-endio-write]
root        7321  0.0  0.0      0     0 ?        I    10:06   0:00 [kworker/7:2-events]
root        7372  0.0  0.0      0     0 ?        I    10:10   0:00 [kworker/u32:0-kcryptd-252:0-1]
suryava+    7798  0.1  0.8 2099628 142948 ?      Sl   10:11   0:02 /usr/bin/gnome-calculator
suryava+    7855  0.0  0.0   3752  2260 ?        S    10:11   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 50 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 49
suryava+    7856  0.0  0.0   3752  1336 ?        S    10:11   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 50 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 49
suryava+    7857  0.0  0.0 144004  6380 ?        Sl   10:11   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 49
root        8425  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/4:1-events_freezable]
root        8426  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/5:2-i915-unordered]
suryava+    8567  0.9  1.6 1460272044 262148 ?   Sl   10:26   0:12 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=83 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=1860613420 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5484062971725864619,5328522022141673211,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709064086344961
suryava+    8579  2.1  1.1 1462245164 186912 ?   Sl   10:26   0:26 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=84 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=1860814039 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9932742503852319538,2376725270697145905,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709065023386810
suryava+    8594  0.0  0.8 1460249576 135424 ?   Sl   10:26   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=85 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=1863912918 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13581369695608871618,8237282523532882896,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709065960428659
suryava+    8981  0.8  1.8 1461930252 299400 ?   RLl  10:26   0:10 /usr/share/antigravity/antigravity
suryava+    8985  0.0  0.3 34319448 57960 ?      S    10:26   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
suryava+    8986  0.0  0.3 34319436 58204 ?      S    10:26   0:00 /usr/share/antigravity/antigravity --type=zygote
suryava+    8988  0.0  0.0 34319464 14392 ?      S    10:26   0:00 /usr/share/antigravity/antigravity --type=zygote
suryava+    9038  0.0  0.0 33567816 3796 ?       Sl   10:26   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/suryavamsivaggu/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=46 --shared-client-connection
suryava+    9055  0.4  0.9 34764128 149668 ?     Sl   10:26   0:06 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
suryava+    9064  0.0  0.5 34150764 88088 ?      Sl   10:26   0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=9038 --enable-crash-reporter=451cc506-32f3-4cc4-9821-bca5249fed2a,no_channel --user-data-dir=/home/suryavamsivaggu/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4216081111546162421,17091017536277282246,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
suryava+    9103  3.3  2.5 1463624796 418484 ?   Sl   10:26   0:42 /usr/share/antigravity/antigravity --type=zygote
suryava+    9118  0.1  1.0 1460109660 168716 ?   Sl   10:26   0:01 /usr/share/antigravity/antigravity --type=zygote
suryava+    9165  0.0  0.4 50961832 70068 ?      Sl   10:26   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=9038 --enable-crash-reporter=451cc506-32f3-4cc4-9821-bca5249fed2a,no_channel --user-data-dir=/home/suryavamsivaggu/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4216081111546162421,17091017536277282246,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
suryava+    9177  0.9  1.7 1461588196 281756 ?   Sl   10:26   0:12 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=9038 --enable-crash-reporter=451cc506-32f3-4cc4-9821-bca5249fed2a,no_channel --user-data-dir=/home/suryavamsivaggu/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4216081111546162421,17091017536277282246,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
suryava+    9192  0.2  0.7 1461576120 127072 ?   Sl   10:26   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=9038 --enable-crash-reporter=451cc506-32f3-4cc4-9821-bca5249fed2a,no_channel --user-data-dir=/home/suryavamsivaggu/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4216081111546162421,17091017536277282246,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
suryava+    9193  0.2  0.8 1461603724 129224 ?   Sl   10:26   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=9038 --enable-crash-reporter=451cc506-32f3-4cc4-9821-bca5249fed2a,no_channel --user-data-dir=/home/suryavamsivaggu/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4216081111546162421,17091017536277282246,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708996619331833
suryava+    9242  0.3  0.7 1461603772 128872 ?   Sl   10:26   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=9038 --enable-crash-reporter=451cc506-32f3-4cc4-9821-bca5249fed2a,no_channel --user-data-dir=/home/suryavamsivaggu/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4216081111546162421,17091017536277282246,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708997556373682
suryava+    9268  0.0  0.0 233460  5844 pts/0    Ss+  10:26   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
suryava+    9311  0.0  0.6 1459542344 98956 ?    Sl   10:26   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=9177
suryava+    9345  0.1  1.4 1935600 241856 ?      Sl   10:26   0:02 /home/suryavamsivaggu/go/bin/gopls
suryava+    9357  0.0  0.7 1668460 125664 ?      Ssl  10:26   0:00 /home/suryavamsivaggu/go/bin/gopls ** telemetry **
suryava+    9591  0.0  0.0 233464  5828 pts/1    Ss   10:26   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
suryava+    9653  1.6  2.2 3897616 367956 ?      Sl   10:26   0:20 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --csrf_token 5e3622d3-d173-41a6-9ace-9d693adb158c --extension_server_port 34439 --extension_server_csrf_token 7fa0379c-de46-46d4-8090-5ee6397d9d06 --workspace_id file_home_suryavamsivaggu_Downloads_Infra_sre_platform --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_f1aad098f03b2696
root        9712  0.0  0.0      0     0 ?        I    10:26   0:00 [kworker/6:2-events]
suryava+    9740  0.1  0.8 1459542408 136956 ?   Sl   10:26   0:01 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/4b303f76e3a3c310dcda/tscancellation-03d28e1e1ae6008c0daa.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
suryava+    9741  0.5  1.4 1459542280 237376 ?   Sl   10:26   0:06 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/4b303f76e3a3c310dcda/tscancellation-afc569bcc000b9af01b8.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
suryava+    9756  0.0  0.6 1459542280 112464 ?   Sl   10:26   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/suryavamsivaggu/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
root        9844  0.0  0.0      0     0 ?        I    10:28   0:00 [kworker/4:0-events_freezable]
root        9860  0.0  0.0      0     0 ?        I    10:30   0:00 [kworker/3:2-events]
root        9864  0.0  0.0      0     0 ?        I    10:30   0:00 [kworker/0:0-events]
root        9905  0.1  0.0      0     0 ?        I<   10:31   0:01 [kworker/u33:2-i915_flip]
suryava+    9942  0.0  0.1 1243928 24704 pts/0   Sl   10:31   0:00 go run services/collector/main.go
suryava+    9943  0.0  0.1 1243928 25024 pts/0   Sl   10:31   0:00 go run services/analysis/main.go
suryava+    9944  0.0  0.1 1244440 24648 pts/0   Sl   10:31   0:00 go run services/healing/main.go
suryava+    9945  0.0  0.1 1244184 25340 pts/0   Sl   10:31   0:00 go run services/gateway/main.go
suryava+   10078  0.0  0.1 1866312 17848 pts/0   Sl   10:31   0:00 /home/suryavamsivaggu/.cache/go-build/a8/a8f8d11fccebf1386b110b22f51082057eed29eda90cd4acd2d9eafa5107e5f9-d/main
suryava+   10080  0.0  0.0 1495292 14692 pts/0   Sl   10:31   0:00 /home/suryavamsivaggu/.cache/go-build/b0/b0cfac08c64a16d6c21c85ed7f90c95251c4f3a020240584be1b13d4fea1316d-d/main
suryava+   10082  0.0  0.1 1791908 18572 pts/0   Sl   10:31   0:00 /home/suryavamsivaggu/.cache/go-build/6f/6f4d969550d70f70b7befc9b5c66bceb9dc0db0653a3093581fd2d8e46cd40b3-d/main
suryava+   10084  0.0  0.0 1495400 15056 pts/0   Sl   10:31   0:00 /home/suryavamsivaggu/.cache/go-build/85/855571a4ff668da48a4726de9373b0bed86e8194ddf20f1271556665d55a8e4d-d/main
suryava+   10128  0.0  0.1 1243864 23536 pts/0   Sl   10:31   0:00 go run services/agent/main.go
suryava+   10169  1.3  0.1 1676004 18944 pts/0   Sl   10:31   0:12 /home/suryavamsivaggu/.cache/go-build/d8/d8e2fda7b4498559934489f89596032864237467ce6da1d2fcdb0d16d7c6df2c-d/main
suryava+   10206  0.0  0.0 233460  5972 pts/2    Ss   10:31   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
